,0
0,7.576188087463379
1,8.439413070678711
2,8.300932884216309
3,7.119760036468506
4,6.998446464538574
5,6.907796382904053
6,6.861934185028076
7,6.742793560028076
8,6.767453670501709
9,6.700369358062744
10,6.635213375091553
11,6.565573692321777
12,6.555366516113281
13,6.5577802658081055
14,6.481717109680176
15,6.464887619018555
16,6.484166622161865
17,6.469820976257324
18,6.40008020401001
19,6.405709743499756
20,6.436772346496582
21,6.296574115753174
22,6.340308666229248
23,6.406829357147217
24,6.257179260253906
25,6.317219257354736
26,6.264930725097656
27,6.250944137573242
28,6.352181434631348
29,6.262611389160156
30,6.225390434265137
31,6.281431198120117
32,6.2385573387146
33,6.143669605255127
34,6.276616096496582
35,6.24112606048584
36,6.171132564544678
37,6.170593738555908
38,6.125487327575684
39,6.093908309936523
40,6.175294399261475
41,6.157315254211426
42,6.152833938598633
43,6.168186187744141
44,6.124030113220215
45,6.171219825744629
46,5.999962329864502
47,6.117254734039307
48,5.976343154907227
49,6.0997395515441895
50,6.183326721191406
51,6.061429023742676
52,6.112969875335693
53,6.123256206512451
54,6.109339714050293
55,6.02255916595459
56,5.999965190887451
57,6.0532355308532715
58,6.013637542724609
59,5.996342182159424
60,6.08103609085083
61,6.047679424285889
62,6.044905185699463
63,5.9817280769348145
64,6.006401538848877
65,5.9792351722717285
66,5.902386665344238
67,5.915828227996826
68,5.978068828582764
69,5.956026077270508
70,5.920413494110107
71,5.995851993560791
72,5.910130977630615
73,5.875667095184326
74,5.993917465209961
75,5.94002628326416
76,5.918578147888184
77,5.869973182678223
78,5.929583549499512
79,5.980970859527588
80,5.907384872436523
81,5.830296993255615
82,5.845349311828613
83,5.823009490966797
84,5.898102760314941
85,5.79800271987915
86,5.813453197479248
87,5.838357448577881
88,5.87436056137085
89,5.824679851531982
90,5.870026588439941
91,5.8157267570495605
92,5.855654716491699
93,5.873141288757324
94,5.839788436889648
95,5.756937503814697
96,5.776123046875
97,5.800290107727051
98,5.837468147277832
99,5.865111827850342
100,5.812990665435791
101,5.855193138122559
102,5.764035224914551
103,5.778331756591797
104,5.773842811584473
105,5.8803324699401855
106,5.852653503417969
107,5.80648946762085
108,5.839868545532227
109,5.817194938659668
110,5.7741899490356445
111,5.766626358032227
112,5.750803470611572
113,5.818129539489746
114,5.8363566398620605
115,5.7881622314453125
116,5.7858500480651855
117,5.732931613922119
118,5.8336567878723145
119,5.698605060577393
120,5.76359748840332
121,5.724843978881836
122,5.814946174621582
123,5.769665718078613
124,5.741307735443115
125,5.767433166503906
126,5.762728214263916
127,5.705338954925537
128,5.823135852813721
129,5.714908123016357
130,5.734384059906006
131,5.7652177810668945
132,5.73636531829834
133,5.7174153327941895
134,5.699229717254639
135,5.747459411621094
136,5.730917453765869
137,5.731298446655273
