,0
0,0.0016286644386127591
1,0.019017431885004044
2,0.009708737954497337
3,0.037278108298778534
4,0.05418381467461586
5,0.06522972136735916
6,0.05728835240006447
7,0.07730496674776077
8,0.09168609231710434
9,0.09102091193199158
10,0.10439560562372208
11,0.07670654356479645
12,0.08979364484548569
13,0.10998092591762543
14,0.10183428227901459
15,0.11486048251390457
16,0.10977242141962051
17,0.11351706087589264
18,0.13260026276111603
19,0.12936848402023315
20,0.1401493400335312
21,0.12784264981746674
22,0.15021157264709473
23,0.13396482169628143
24,0.14935463666915894
25,0.1422845721244812
26,0.15616045892238617
27,0.1384820193052292
28,0.13817748427391052
29,0.14799527823925018
30,0.1573261320590973
31,0.15717092156410217
32,0.13996529579162598
33,0.1358885020017624
34,0.1361149102449417
35,0.13808900117874146
36,0.15898463129997253
37,0.13747228682041168
38,0.14598996937274933
39,0.13816189765930176
40,0.17777778208255768
41,0.18729642033576965
42,0.16211293637752533
43,0.17416131496429443
44,0.1710437685251236
45,0.16850028932094574
46,0.18408630788326263
47,0.165438711643219
48,0.17272727191448212
49,0.16803278028964996
50,0.16051135957241058
51,0.16252274811267853
52,0.18157894909381866
53,0.1589805781841278
54,0.20778363943099976
55,0.17737789452075958
56,0.20026178658008575
57,0.2098338007926941
58,0.17742986977100372
59,0.18859915435314178
60,0.18557336926460266
61,0.18018017709255219
62,0.178660050034523
63,0.19973544776439667
64,0.21459493041038513
65,0.18241627514362335
66,0.2223610281944275
67,0.22473320364952087
68,0.20026437938213348
69,0.21919505298137665
70,0.19901417195796967
71,0.21118012070655823
72,0.17910447716712952
73,0.19986404478549957
74,0.20739106833934784
75,0.19222097098827362
76,0.20598717033863068
77,0.19567756354808807
78,0.24582338333129883
79,0.20556502044200897
80,0.2139267772436142
81,0.18661755323410034
82,0.21253602206707
83,0.23917828500270844
84,0.21469740569591522
85,0.19628483057022095
86,0.2227979302406311
87,0.20629370212554932
88,0.19421488046646118
89,0.23389355838298798
90,0.2094305008649826
91,0.19652855396270752
92,0.22847221791744232
93,0.2213166207075119
94,0.21575984358787537
95,0.19545726478099823
96,0.22656777501106262
97,0.22049538791179657
98,0.22178217768669128
99,0.2160383015871048
100,0.22841604053974152
101,0.22966207563877106
102,0.2065281867980957
103,0.2225293666124344
104,0.20745216310024261
105,0.2002592384815216
106,0.252835214138031
107,0.2290697693824768
108,0.2099737524986267
109,0.25161290168762207
110,0.2316831648349762
111,0.23859648406505585
112,0.24475997686386108
113,0.2363184094429016
114,0.24640804529190063
115,0.2711983323097229
116,0.24085749685764313
117,0.25256672501564026
118,0.23522011935710907
119,0.2240762859582901
120,0.22795440256595612
121,0.24105460941791534
122,0.21264368295669556
123,0.24248497188091278
124,0.22944959998130798
125,0.2578347623348236
126,0.22325043380260468
127,0.2236458957195282
128,0.240234375
129,0.21946564316749573
130,0.23750855028629303
131,0.22689075767993927
132,0.2633814811706543
133,0.2572002708911896
134,0.2108546495437622
135,0.24796447157859802
136,0.2011278122663498
137,0.24867725372314453
138,0.24065864086151123
139,0.28071480989456177
140,0.29002809524536133
141,0.25556471943855286
142,0.2543046474456787
143,0.2332247495651245
144,0.2426602691411972
145,0.23984631896018982
146,0.24713805317878723
147,0.24661944806575775
148,0.24106602370738983
149,0.23792049288749695
150,0.24442896246910095
151,0.25067204236984253
152,0.25194621086120605
153,0.23320157825946808
154,0.26571428775787354
155,0.26231691241264343
156,0.25518056750297546
157,0.25131502747535706
158,0.256468802690506
159,0.22591587901115417
160,0.29061785340309143
161,0.25655171275138855
162,0.2363378256559372
163,0.24510423839092255
164,0.28525015711784363
165,0.27154844999313354
166,0.25573769211769104
167,0.2561933398246765
168,0.25347453355789185
169,0.23553965985774994
170,0.27157360315322876
171,0.26019689440727234
172,0.27728375792503357
173,0.2479429543018341
174,0.2535305917263031
175,0.2575465738773346
176,0.2655330300331116
177,0.25448718667030334
178,0.27605634927749634
179,0.2624916732311249
180,0.24821172654628754
181,0.26795580983161926
182,0.24339359998703003
183,0.2732354998588562
184,0.23586207628250122
185,0.25998806953430176
186,0.27040112018585205
187,0.24516531825065613
188,0.27336448431015015
189,0.25154513120651245
190,0.25079163908958435
191,0.2612244784832001
192,0.24437299370765686
193,0.2719349265098572
194,0.2672361135482788
195,0.28649014234542847
196,0.27176782488822937
197,0.24108879268169403
198,0.2341356724500656
199,0.24353577196598053
200,0.2687338590621948
201,0.2584047317504883
202,0.2590909004211426
203,0.2806183099746704
204,0.2643294334411621
205,0.2838456630706787
206,0.2976680397987366
207,0.2637362778186798
208,0.26875001192092896
209,0.29502904415130615
210,0.2762148380279541
211,0.3042609989643097
212,0.2951602041721344
213,0.2675606608390808
214,0.32622161507606506
215,0.2799767255783081
216,0.3001730144023895
217,0.3066871762275696
218,0.2975206673145294
219,0.298561155796051
220,0.27023735642433167
221,0.2742817997932434
222,0.28371769189834595
223,0.2787356376647949
224,0.29359951615333557
225,0.2954375445842743
226,0.28999999165534973
227,0.2574441730976105
228,0.31752753257751465
229,0.2772020697593689
230,0.27213695645332336
231,0.26363635063171387
232,0.2773817181587219
233,0.28654125332832336
234,0.2901938557624817
235,0.28381794691085815
236,0.27473118901252747
237,0.3090563714504242
238,0.2965976297855377
239,0.2707286477088928
240,0.29021668434143066
241,0.2766081988811493
242,0.2671523988246918
243,0.29700997471809387
244,0.27368420362472534
245,0.2892451584339142
246,0.28047263622283936
247,0.2805706560611725
248,0.2697414457798004
249,0.29322269558906555
250,0.30737942457199097
251,0.2658536732196808
252,0.27558067440986633
253,0.27350953221321106
254,0.2895086407661438
255,0.300561785697937
256,0.29806452989578247
257,0.2700490951538086
258,0.2922513782978058
259,0.2672910690307617
260,0.26961395144462585
261,0.2868599593639374
262,0.26296743750572205
263,0.3123561143875122
264,0.27525103092193604
265,0.29675325751304626
266,0.3008298873901367
267,0.30586591362953186
268,0.2830832302570343
269,0.3017241358757019
270,0.3031802177429199
271,0.2764706015586853
272,0.3105633854866028
273,0.29230770468711853
274,0.2916160523891449
275,0.30617284774780273
276,0.2930622100830078
277,0.29151731729507446
278,0.29719483852386475
279,0.2970122992992401
280,0.293914258480072
281,0.33009079098701477
282,0.31041523814201355
283,0.25710830092430115
284,0.27442440390586853
285,0.3141711354255676
286,0.3197377920150757
287,0.29250892996788025
288,0.31199461221694946
289,0.3245680034160614
290,0.3011750280857086
291,0.29370179772377014
292,0.30289092659950256
293,0.2891104221343994
294,0.3033175468444824
295,0.33146852254867554
296,0.29219144582748413
297,0.3174807131290436
298,0.2804469168186188
299,0.3275400996208191
300,0.2805039882659912
301,0.3097712993621826
302,0.28482091426849365
303,0.26271694898605347
304,0.2665066123008728
305,0.2698056697845459
306,0.29695767164230347
307,0.3145400583744049
308,0.2952898442745209
309,0.2835727632045746
310,0.31477800011634827
311,0.3155869245529175
312,0.31437307596206665
313,0.3027387261390686
314,0.3233333230018616
315,0.31761443614959717
316,0.28852057456970215
317,0.28734439611434937
318,0.2880041301250458
319,0.290909081697464
320,0.29483696818351746
321,0.2798882722854614
322,0.29121920466423035
323,0.2796657383441925
324,0.3175816535949707
325,0.31434184312820435
326,0.3023102283477783
327,0.2929292917251587
328,0.2951456308364868
329,0.2976406514644623
330,0.30529800057411194
331,0.3088934123516083
332,0.290922075510025
333,0.3174721300601959
334,0.28461113572120667
335,0.3175937831401825
