,0
0,7.650710105895996
1,7.849613666534424
2,7.764982223510742
3,7.169373989105225
4,7.036250114440918
5,7.120006561279297
6,6.880417346954346
7,6.782077312469482
8,6.660582065582275
9,6.568569183349609
10,6.617674350738525
11,6.556148052215576
12,6.445071220397949
13,6.54606294631958
14,6.496414661407471
15,6.397444725036621
16,6.413218975067139
17,6.4614667892456055
18,6.388326644897461
19,6.345050811767578
20,6.4367995262146
21,6.326611042022705
22,6.379881858825684
23,6.33340311050415
24,6.29873514175415
25,6.237621307373047
26,6.258847236633301
27,6.292149543762207
28,6.292433261871338
29,6.231044292449951
30,6.2103400230407715
31,6.237193584442139
32,6.223747253417969
33,6.259763717651367
34,6.253499984741211
35,6.221149921417236
36,6.127236366271973
37,6.190695285797119
38,6.187320232391357
39,6.141322612762451
40,6.196393966674805
41,6.1485066413879395
42,6.164316177368164
43,6.060052871704102
44,6.09874153137207
45,6.080689430236816
46,6.057056903839111
47,6.069338798522949
48,6.006046295166016
49,6.075625419616699
50,6.040471076965332
51,6.041084289550781
52,6.052402973175049
53,5.98513126373291
54,6.123018741607666
55,6.024686813354492
56,6.055150508880615
57,6.047634124755859
58,6.016022205352783
59,5.947246551513672
60,6.023210525512695
61,6.0446977615356445
62,5.891239643096924
63,5.913472652435303
64,5.954176425933838
65,5.942804336547852
66,5.985734462738037
67,6.0120086669921875
68,5.919851779937744
69,5.905174732208252
70,5.8906636238098145
71,5.8900370597839355
72,5.9406352043151855
73,5.897392272949219
74,5.880326747894287
75,5.903729438781738
76,5.872030735015869
77,5.957460880279541
78,5.89439582824707
79,5.928013324737549
80,5.884654998779297
81,5.902149200439453
82,5.864928722381592
83,5.819749355316162
84,5.854792594909668
85,5.823391437530518
86,5.848316192626953
87,5.859401226043701
88,5.89238166809082
89,5.852533340454102
90,5.898070812225342
91,5.857028961181641
92,5.827968120574951
93,5.82371187210083
94,5.830566883087158
95,5.885699272155762
96,5.837438583374023
97,5.863277435302734
98,5.7722625732421875
99,5.794862270355225
100,5.80198860168457
101,5.818075656890869
102,5.884056091308594
103,5.798692226409912
104,5.829814434051514
105,5.685480117797852
106,5.794414520263672
107,5.818904876708984
108,5.833488941192627
109,5.791129112243652
110,5.772552967071533
111,5.836214542388916
112,5.717538356781006
113,5.78709077835083
114,5.7864813804626465
115,5.8305230140686035
116,5.7640700340271
117,5.759535789489746
118,5.756846904754639
119,5.7532219886779785
120,5.790302276611328
121,5.766953468322754
122,5.755879878997803
123,5.773202896118164
124,5.7511305809021
125,5.745125770568848
126,5.728975296020508
127,5.786588668823242
128,5.663483619689941
129,5.737527370452881
130,5.670936107635498
131,5.762045860290527
132,5.760490894317627
133,5.74547004699707
134,5.803632736206055
135,5.699110507965088
136,5.724499225616455
137,5.662112712860107
138,5.7359089851379395
139,5.773476600646973
140,5.7191081047058105
141,5.6794843673706055
142,5.783422946929932
143,5.715884685516357
144,5.7161359786987305
145,5.765849590301514
146,5.731692790985107
147,5.757111072540283
148,5.654245853424072
149,5.680408477783203
150,5.725627899169922
151,5.718590259552002
152,5.703548431396484
153,5.681561470031738
154,5.751619815826416
155,5.6928229331970215
156,5.636921405792236
157,5.7210540771484375
158,5.693023681640625
159,5.708996295928955
160,5.707930564880371
161,5.640395641326904
162,5.599915504455566
163,5.590743064880371
164,5.691721439361572
165,5.683403015136719
166,5.620788097381592
167,5.613839149475098
168,5.625239849090576
169,5.657195568084717
170,5.690367698669434
171,5.699263572692871
172,5.733259677886963
173,5.641650199890137
174,5.618841648101807
175,5.652860641479492
176,5.597610950469971
177,5.673099517822266
178,5.640194416046143
179,5.740679740905762
180,5.661625862121582
181,5.6930999755859375
182,5.690991401672363
183,5.660356521606445
184,5.6571044921875
185,5.663660049438477
186,5.660488128662109
187,5.68552827835083
188,5.724006652832031
189,5.593991279602051
190,5.6437859535217285
191,5.645241737365723
192,5.660297870635986
193,5.6840925216674805
194,5.586684226989746
195,5.615875244140625
196,5.691918849945068
197,5.5917840003967285
198,5.6751813888549805
199,5.61718225479126
200,5.58539342880249
201,5.575521469116211
202,5.612371921539307
203,5.653702735900879
204,5.660529613494873
205,5.587616920471191
206,5.629626274108887
207,5.617518901824951
208,5.676908493041992
209,5.591349124908447
210,5.6113152503967285
211,5.655600070953369
212,5.597975254058838
213,5.654701232910156
214,5.635989665985107
215,5.588594436645508
216,5.700588703155518
217,5.628925800323486
218,5.598451137542725
219,5.597808837890625
220,5.637399673461914
221,5.547662258148193
222,5.679414749145508
223,5.602241039276123
224,5.556548595428467
225,5.590392112731934
226,5.724543571472168
227,5.593284606933594
228,5.576716423034668
229,5.599998950958252
230,5.677513122558594
231,5.62415075302124
232,5.584388256072998
233,5.589306831359863
234,5.6066436767578125
235,5.561618804931641
236,5.603045463562012
237,5.564779758453369
238,5.576554298400879
239,5.643234729766846
240,5.641401767730713
241,5.640591621398926
242,5.625383377075195
243,5.649374961853027
244,5.545437335968018
245,5.612917900085449
246,5.544742584228516
247,5.5773725509643555
248,5.582058906555176
249,5.553944110870361
250,5.643044948577881
251,5.544042110443115
252,5.564450740814209
253,5.626308441162109
254,5.565563201904297
255,5.639710426330566
256,5.583284854888916
257,5.588375568389893
258,5.629302978515625
259,5.600378036499023
260,5.574284553527832
261,5.608425617218018
262,5.551723957061768
263,5.559257507324219
264,5.565005302429199
265,5.531557559967041
266,5.566343784332275
267,5.601449966430664
268,5.581161022186279
269,5.5027689933776855
270,5.547799110412598
271,5.575253009796143
272,5.592202663421631
273,5.60345983505249
274,5.674805164337158
275,5.525625705718994
276,5.548232555389404
277,5.578240394592285
278,5.517602920532227
279,5.578318119049072
280,5.529022693634033
281,5.643992900848389
282,5.592764854431152
283,5.637756824493408
284,5.540460109710693
285,5.511785507202148
286,5.577038764953613
287,5.581594944000244
288,5.587296009063721
289,5.605777263641357
290,5.555314064025879
291,5.528407096862793
292,5.591150283813477
293,5.583362579345703
294,5.55590295791626
